trip_id,driver_id,rider_id,city,distance_km,fare_amount,status,payment_method,pickup_time,pickup_date,pickup_hour,pickup_day,time_of_day,trip_duration_mins,fare_per_km,day_type,fare_tier
12667,5312,92517,Los Angeles,6.63,17.46,Cancelled,Cash,2023-01-09 19:06:00,2023-01-09,19,Monday,Evening (17-21),19.88,2.6335,Weekday,Standard
12668,9000,20704,New York,6.16,13.57,Completed,Wallet,2023-01-09 19:07:00,2023-01-09,19,Monday,Evening (17-21),18.48,2.2029,Weekday,Standard
12669,5543,68700,Boston,11.16,23.74,Completed,Card,2023-01-09 19:08:00,2023-01-09,19,Monday,Evening (17-21),33.48,2.1272,Weekday,Premium
12670,9014,84999,San Francisco,8.91,18.1,Completed,Wallet,2023-01-09 19:09:00,2023-01-09,19,Monday,Evening (17-21),26.73,2.0314,Weekday,Standard
12671,1318,13685,Seattle,13.87,19.5,Completed,Cash,2023-01-09 19:10:00,2023-01-09,19,Monday,Evening (17-21),41.62,1.4059,Weekday,Premium
12672,4475,97376,San Francisco,4.45,12.24,Completed,Cash,2023-01-09 19:11:00,2023-01-09,19,Monday,Evening (17-21),13.35,2.7506,Weekday,Budget
12673,6153,33357,New York,5.38,12.48,Completed,Wallet,2023-01-09 19:12:00,2023-01-09,19,Monday,Evening (17-21),16.13,2.3197,Weekday,Budget
12674,5134,88567,Boston,9.99,16.07,Completed,Card,2023-01-09 19:13:00,2023-01-09,19,Monday,Evening (17-21),29.97,1.6086,Weekday,Standard
12675,2602,34077,Seattle,6.05,10.55,Completed,Wallet,2023-01-09 19:14:00,2023-01-09,19,Monday,Evening (17-21),18.15,1.7438,Weekday,Budget
12676,3256,59385,San Francisco,7.74,20.03,Completed,Cash,2023-01-09 19:15:00,2023-01-09,19,Monday,Evening (17-21),23.22,2.5879,Weekday,Premium
12677,8319,35787,San Francisco,10.27,20.24,Completed,Wallet,2023-01-09 19:16:00,2023-01-09,19,Monday,Evening (17-21),30.82,1.9708,Weekday,Premium
12678,8532,76836,San Francisco,11.15,18.43,Completed,UPI,2023-01-09 19:17:00,2023-01-09,19,Monday,Evening (17-21),33.45,1.6529,Weekday,Premium
12679,8366,18614,New York,0.77,5.83,Completed,Card,2023-01-09 19:18:00,2023-01-09,19,Monday,Evening (17-21),2.32,7.5714,Weekday,Budget
12680,3648,93992,San Francisco,2.81,8.65,Completed,Cash,2023-01-09 19:19:00,2023-01-09,19,Monday,Evening (17-21),8.43,3.0783,Weekday,Budget
12681,7903,97226,Boston,6.65,18.18,Completed,Card,2023-01-09 19:20:00,2023-01-09,19,Monday,Evening (17-21),19.95,2.7338,Weekday,Standard
12682,2858,40438,Seattle,5.15,14.31,Completed,Wallet,2023-01-09 19:21:00,2023-01-09,19,Monday,Evening (17-21),15.45,2.7786,Weekday,Standard
12683,2102,74645,Boston,4.8,13.5,Completed,Card,2023-01-09 19:22:00,2023-01-09,19,Monday,Evening (17-21),14.4,2.8125,Weekday,Standard
12684,3481,91026,Seattle,3.85,9.14,Cancelled,Card,2023-01-09 19:23:00,2023-01-09,19,Monday,Evening (17-21),11.55,2.374,Weekday,Budget
12685,2820,14003,Los Angeles,6.45,12.19,Completed,Cash,2023-01-09 19:24:00,2023-01-09,19,Monday,Evening (17-21),19.35,1.8899,Weekday,Budget
12686,4158,69246,San Francisco,3.17,8.88,Completed,UPI,2023-01-09 19:25:00,2023-01-09,19,Monday,Evening (17-21),9.52,2.8013,Weekday,Budget
12687,4684,14736,Los Angeles,8.18,24.4,Completed,Wallet,2023-01-09 19:26:00,2023-01-09,19,Monday,Evening (17-21),24.53,2.9829,Weekday,Premium
12688,8411,39248,Los Angeles,5.64,9.85,Completed,Cash,2023-01-09 19:27:00,2023-01-09,19,Monday,Evening (17-21),16.92,1.7465,Weekday,Budget
12689,4651,22313,San Francisco,8.3,12.06,Completed,UPI,2023-01-09 19:28:00,2023-01-09,19,Monday,Evening (17-21),24.9,1.453,Weekday,Budget
12690,8707,10529,Los Angeles,4.16,7.59,Completed,Card,2023-01-09 19:29:00,2023-01-09,19,Monday,Evening (17-21),12.48,1.8245,Weekday,Budget
12691,9461,76467,San Francisco,6.26,9.63,Completed,Cash,2023-01-09 19:30:00,2023-01-09,19,Monday,Evening (17-21),18.78,1.5383,Weekday,Budget
12692,9107,95706,Chicago,6.83,19.03,Completed,Cash,2023-01-09 19:31:00,2023-01-09,19,Monday,Evening (17-21),20.48,2.7862,Weekday,Premium
12693,7881,36365,Boston,8.36,15.7,Completed,UPI,2023-01-09 19:32:00,2023-01-09,19,Monday,Evening (17-21),25.08,1.878,Weekday,Standard
12694,7220,19767,Chicago,8.55,25.56,Completed,Cash,2023-01-09 19:33:00,2023-01-09,19,Monday,Evening (17-21),25.65,2.9895,Weekday,Premium
12695,5830,95021,Seattle,5.05,13.05,Completed,Cash,2023-01-09 19:34:00,2023-01-09,19,Monday,Evening (17-21),15.15,2.5842,Weekday,Standard
12696,5979,89689,New York,9.76,24.06,Completed,Wallet,2023-01-09 19:35:00,2023-01-09,19,Monday,Evening (17-21),29.28,2.4652,Weekday,Premium
12697,8334,41480,New York,5.1,11.41,Completed,UPI,2023-01-09 19:36:00,2023-01-09,19,Monday,Evening (17-21),15.3,2.2373,Weekday,Budget
12698,4775,35886,Los Angeles,6.44,19.93,Completed,Cash,2023-01-09 19:37:00,2023-01-09,19,Monday,Evening (17-21),19.32,3.0947,Weekday,Premium
12699,1648,79046,Chicago,7.79,13.92,Completed,Wallet,2023-01-09 19:38:00,2023-01-09,19,Monday,Evening (17-21),23.37,1.7869,Weekday,Standard
12700,1016,81843,Chicago,8.19,12.26,Completed,UPI,2023-01-09 19:39:00,2023-01-09,19,Monday,Evening (17-21),24.57,1.4969,Weekday,Budget
12701,9308,79966,San Francisco,16.57,25.59,Completed,Card,2023-01-09 19:40:00,2023-01-09,19,Monday,Evening (17-21),49.72,1.5444,Weekday,Premium
12702,7476,53421,Los Angeles,10.13,28.13,Completed,Cash,2023-01-09 19:41:00,2023-01-09,19,Monday,Evening (17-21),30.38,2.7769,Weekday,Premium
12703,6942,76125,Boston,7.93,14.89,Completed,Card,2023-01-09 19:42:00,2023-01-09,19,Monday,Evening (17-21),23.78,1.8777,Weekday,Standard
12704,2545,41342,Chicago,3.99,8.07,Completed,UPI,2023-01-09 19:43:00,2023-01-09,19,Monday,Evening (17-21),11.97,2.0226,Weekday,Budget
12705,3693,80998,Chicago,4.09,13.73,Completed,UPI,2023-01-09 19:44:00,2023-01-09,19,Monday,Evening (17-21),12.27,3.357,Weekday,Standard
12706,8599,67104,San Francisco,7.04,18.18,Completed,Card,2023-01-09 19:45:00,2023-01-09,19,Monday,Evening (17-21),21.12,2.5824,Weekday,Standard
12707,5089,28714,San Francisco,0.48,5.04,Completed,Card,2023-01-09 19:46:00,2023-01-09,19,Monday,Evening (17-21),1.43,10.5,Weekday,Budget
12708,7259,24699,Boston,2.14,7.42,Completed,Cash,2023-01-09 19:47:00,2023-01-09,19,Monday,Evening (17-21),6.42,3.4673,Weekday,Budget
12709,6058,24589,Los Angeles,7.4,15.29,Completed,Cash,2023-01-09 19:48:00,2023-01-09,19,Monday,Evening (17-21),22.2,2.0662,Weekday,Standard
12710,4240,46237,San Francisco,3.39,6.97,Completed,Wallet,2023-01-09 19:49:00,2023-01-09,19,Monday,Evening (17-21),10.17,2.056,Weekday,Budget
12711,5942,68265,New York,4.56,13.97,Completed,Card,2023-01-09 19:50:00,2023-01-09,19,Monday,Evening (17-21),13.68,3.0636,Weekday,Standard
12712,4788,10170,Chicago,6.35,18.97,Completed,Card,2023-01-09 19:51:00,2023-01-09,19,Monday,Evening (17-21),19.05,2.9874,Weekday,Premium
12713,7953,73973,New York,4.34,13.13,Completed,Cash,2023-01-09 19:52:00,2023-01-09,19,Monday,Evening (17-21),13.02,3.0253,Weekday,Standard
12714,1371,79911,New York,7.18,19.6,Cancelled,UPI,2023-01-09 19:53:00,2023-01-09,19,Monday,Evening (17-21),21.53,2.7298,Weekday,Premium
12715,8020,75939,Chicago,10.38,21.85,No-Show,Card,2023-01-09 19:54:00,2023-01-09,19,Monday,Evening (17-21),31.13,2.105,Weekday,Premium
12716,8120,79063,Chicago,14.96,22.39,Cancelled,UPI,2023-01-09 19:55:00,2023-01-09,19,Monday,Evening (17-21),44.88,1.4967,Weekday,Premium
12717,6702,68375,San Francisco,5.16,16.38,Completed,Card,2023-01-09 19:56:00,2023-01-09,19,Monday,Evening (17-21),15.48,3.1744,Weekday,Standard
12718,9347,35981,Los Angeles,7.75,14.09,Completed,UPI,2023-01-09 19:57:00,2023-01-09,19,Monday,Evening (17-21),23.25,1.8181,Weekday,Standard
12719,3661,12065,Chicago,10.22,16.3,Completed,Card,2023-01-09 19:58:00,2023-01-09,19,Monday,Evening (17-21),30.67,1.5949,Weekday,Standard
12720,8180,34053,Los Angeles,8.27,21.58,Completed,Card,2023-01-09 19:59:00,2023-01-09,19,Monday,Evening (17-21),24.82,2.6094,Weekday,Premium
12721,7651,40540,Chicago,9.11,26.39,Completed,Cash,2023-01-09 20:00:00,2023-01-09,20,Monday,Evening (17-21),27.33,2.8968,Weekday,Premium
12722,9656,28286,Seattle,10.48,24.87,Completed,Wallet,2023-01-09 20:01:00,2023-01-09,20,Monday,Evening (17-21),31.43,2.3731,Weekday,Premium
12723,5878,97436,New York,12.78,26.04,Completed,Card,2023-01-09 20:02:00,2023-01-09,20,Monday,Evening (17-21),38.33,2.0376,Weekday,Premium
12724,5315,14584,New York,3.6,8.7,Completed,Wallet,2023-01-09 20:03:00,2023-01-09,20,Monday,Evening (17-21),10.8,2.4167,Weekday,Budget
12725,7158,97193,Boston,9.26,16.93,Completed,Card,2023-01-09 20:04:00,2023-01-09,20,Monday,Evening (17-21),27.78,1.8283,Weekday,Standard
12726,9308,10123,San Francisco,8.72,14.89,Completed,Wallet,2023-01-09 20:05:00,2023-01-09,20,Monday,Evening (17-21),26.17,1.7076,Weekday,Standard
12727,7474,24216,San Francisco,9.51,18.13,Completed,Cash,2023-01-09 20:06:00,2023-01-09,20,Monday,Evening (17-21),28.53,1.9064,Weekday,Standard
12728,2374,42609,Chicago,3.89,11.79,Completed,Cash,2023-01-09 20:07:00,2023-01-09,20,Monday,Evening (17-21),11.67,3.0308,Weekday,Budget
12729,8393,33860,Chicago,13.17,27.24,No-Show,Cash,2023-01-09 20:08:00,2023-01-09,20,Monday,Evening (17-21),39.52,2.0683,Weekday,Premium
12730,5403,18798,San Francisco,6.82,15.55,Completed,Cash,2023-01-09 20:09:00,2023-01-09,20,Monday,Evening (17-21),20.47,2.2801,Weekday,Standard
12731,4546,87945,Boston,3.51,11.6,No-Show,UPI,2023-01-09 20:10:00,2023-01-09,20,Monday,Evening (17-21),10.53,3.3048,Weekday,Budget
12732,4977,62073,Chicago,6.26,17.15,Completed,Card,2023-01-09 20:11:00,2023-01-09,20,Monday,Evening (17-21),18.78,2.7396,Weekday,Standard
12733,4411,72344,Los Angeles,7.4,19.03,Completed,Wallet,2023-01-09 20:12:00,2023-01-09,20,Monday,Evening (17-21),22.2,2.5716,Weekday,Premium
12734,9988,28535,Chicago,6.29,18.03,No-Show,UPI,2023-01-09 20:13:00,2023-01-09,20,Monday,Evening (17-21),18.87,2.8665,Weekday,Standard
12735,4892,29097,Los Angeles,7.11,20.5,Completed,Cash,2023-01-09 20:14:00,2023-01-09,20,Monday,Evening (17-21),21.33,2.8833,Weekday,Premium
12736,8324,58498,Los Angeles,8.36,14.95,Completed,UPI,2023-01-09 20:15:00,2023-01-09,20,Monday,Evening (17-21),25.08,1.7883,Weekday,Standard
12737,9342,55728,New York,6.6,13.04,Completed,Cash,2023-01-09 20:16:00,2023-01-09,20,Monday,Evening (17-21),19.8,1.9758,Weekday,Standard
12738,4249,23176,Seattle,9.3,16.28,Completed,Wallet,2023-01-09 20:17:00,2023-01-09,20,Monday,Evening (17-21),27.9,1.7505,Weekday,Standard
12739,1111,44483,Seattle,5.68,14.19,Completed,Card,2023-01-09 20:18:00,2023-01-09,20,Monday,Evening (17-21),17.03,2.4982,Weekday,Standard
12740,1682,36279,Seattle,6.33,17.33,Completed,Wallet,2023-01-09 20:19:00,2023-01-09,20,Monday,Evening (17-21),18.98,2.7378,Weekday,Standard
12741,2161,46227,New York,6.24,19.19,Completed,Wallet,2023-01-09 20:20:00,2023-01-09,20,Monday,Evening (17-21),18.72,3.0753,Weekday,Premium
12742,8400,88901,Boston,13.66,35.12,Completed,Cash,2023-01-09 20:21:00,2023-01-09,20,Monday,Evening (17-21),40.98,2.571,Weekday,Premium
12743,3379,53459,Seattle,8.21,16.99,Completed,Wallet,2023-01-09 20:22:00,2023-01-09,20,Monday,Evening (17-21),24.63,2.0694,Weekday,Standard
12744,6426,49662,New York,9.83,17.62,Completed,UPI,2023-01-09 20:23:00,2023-01-09,20,Monday,Evening (17-21),29.48,1.7925,Weekday,Standard
12745,9352,44657,Los Angeles,9.79,22.77,No-Show,Card,2023-01-09 20:24:00,2023-01-09,20,Monday,Evening (17-21),29.37,2.3258,Weekday,Premium
12746,2425,96576,Boston,1.26,5.92,No-Show,UPI,2023-01-09 20:25:00,2023-01-09,20,Monday,Evening (17-21),3.78,4.6984,Weekday,Budget
12747,4661,45695,New York,12.1,19.97,Completed,Card,2023-01-09 20:26:00,2023-01-09,20,Monday,Evening (17-21),36.3,1.6504,Weekday,Premium
12748,9469,90672,New York,9.53,27.59,Completed,Wallet,2023-01-09 20:27:00,2023-01-09,20,Monday,Evening (17-21),28.58,2.8951,Weekday,Premium
12749,8040,48020,Seattle,8.94,17.32,Completed,Card,2023-01-09 20:28:00,2023-01-09,20,Monday,Evening (17-21),26.82,1.9374,Weekday,Standard
12750,5592,30625,Los Angeles,9.63,24.74,Completed,UPI,2023-01-09 20:29:00,2023-01-09,20,Monday,Evening (17-21),28.88,2.5691,Weekday,Premium
12751,8530,97170,Chicago,6.67,16.24,Completed,UPI,2023-01-09 20:30:00,2023-01-09,20,Monday,Evening (17-21),20.02,2.4348,Weekday,Standard
12752,4107,87153,Seattle,4.03,8.49,Completed,Card,2023-01-09 20:31:00,2023-01-09,20,Monday,Evening (17-21),12.08,2.1067,Weekday,Budget
12753,1302,38281,Boston,2.57,8.47,Completed,Cash,2023-01-09 20:32:00,2023-01-09,20,Monday,Evening (17-21),7.72,3.2957,Weekday,Budget
12754,5533,28945,New York,4.36,10.32,Cancelled,Cash,2023-01-09 20:33:00,2023-01-09,20,Monday,Evening (17-21),13.08,2.367,Weekday,Budget
12755,3773,56144,Los Angeles,8.79,19.44,Completed,Cash,2023-01-09 20:34:00,2023-01-09,20,Monday,Evening (17-21),26.37,2.2116,Weekday,Premium
12756,8199,77362,New York,6.72,12.9,Completed,UPI,2023-01-09 20:35:00,2023-01-09,20,Monday,Evening (17-21),20.17,1.9196,Weekday,Budget
12757,5281,62658,Chicago,2.01,6.91,Completed,UPI,2023-01-09 20:36:00,2023-01-09,20,Monday,Evening (17-21),6.03,3.4378,Weekday,Budget
12758,5768,31315,San Francisco,12.14,29.78,Cancelled,UPI,2023-01-09 20:37:00,2023-01-09,20,Monday,Evening (17-21),36.42,2.453,Weekday,Premium
12759,2000,88151,Boston,3.15,8.45,Completed,UPI,2023-01-09 20:38:00,2023-01-09,20,Monday,Evening (17-21),9.45,2.6825,Weekday,Budget
12760,2718,28859,Boston,5.46,12.23,Completed,Wallet,2023-01-09 20:39:00,2023-01-09,20,Monday,Evening (17-21),16.38,2.2399,Weekday,Budget
12761,8169,21036,Los Angeles,8.68,15.81,Completed,UPI,2023-01-09 20:40:00,2023-01-09,20,Monday,Evening (17-21),26.03,1.8214,Weekday,Standard
12762,8361,87731,Seattle,4.43,7.76,Completed,Wallet,2023-01-09 20:41:00,2023-01-09,20,Monday,Evening (17-21),13.28,1.7517,Weekday,Budget
12763,4830,15417,Los Angeles,10.52,25.35,Completed,UPI,2023-01-09 20:42:00,2023-01-09,20,Monday,Evening (17-21),31.57,2.4097,Weekday,Premium
12764,8154,95104,New York,6.37,15.35,Completed,Card,2023-01-09 20:43:00,2023-01-09,20,Monday,Evening (17-21),19.12,2.4097,Weekday,Standard
12765,6020,70509,Boston,5.99,13.5,Completed,Wallet,2023-01-09 20:44:00,2023-01-09,20,Monday,Evening (17-21),17.97,2.2538,Weekday,Standard
12766,3882,80257,Seattle,7.83,13.02,Completed,UPI,2023-01-09 20:45:00,2023-01-09,20,Monday,Evening (17-21),23.48,1.6628,Weekday,Standard
12767,1998,87318,New York,10.53,24.39,Completed,UPI,2023-01-09 20:46:00,2023-01-09,20,Monday,Evening (17-21),31.58,2.3162,Weekday,Premium
12768,1284,20636,San Francisco,2.77,10.85,Cancelled,Cash,2023-01-09 20:47:00,2023-01-09,20,Monday,Evening (17-21),8.32,3.917,Weekday,Budget
12769,9612,55589,Seattle,7.58,14.44,Completed,UPI,2023-01-09 20:48:00,2023-01-09,20,Monday,Evening (17-21),22.73,1.905,Weekday,Standard
12770,3160,30536,Boston,11.67,24.37,Cancelled,UPI,2023-01-09 20:49:00,2023-01-09,20,Monday,Evening (17-21),35.02,2.0883,Weekday,Premium
12771,4065,95164,San Francisco,13.08,35.41,Completed,Cash,2023-01-09 20:50:00,2023-01-09,20,Monday,Evening (17-21),39.23,2.7072,Weekday,Premium
12772,2494,27077,New York,6.99,15.08,Completed,Cash,2023-01-09 20:51:00,2023-01-09,20,Monday,Evening (17-21),20.97,2.1574,Weekday,Standard
12773,5623,45841,Seattle,11.53,22.91,Completed,UPI,2023-01-09 20:52:00,2023-01-09,20,Monday,Evening (17-21),34.58,1.987,Weekday,Premium
12774,3543,98519,Chicago,9.41,19.51,Completed,Wallet,2023-01-09 20:53:00,2023-01-09,20,Monday,Evening (17-21),28.23,2.0733,Weekday,Premium
12775,5800,25160,San Francisco,8.67,23.71,Completed,Cash,2023-01-09 20:54:00,2023-01-09,20,Monday,Evening (17-21),26.02,2.7347,Weekday,Premium
12776,9913,13873,Seattle,5.53,11.9,Completed,Wallet,2023-01-09 20:55:00,2023-01-09,20,Monday,Evening (17-21),16.58,2.1519,Weekday,Budget
12777,2401,24891,Chicago,6.01,11.39,Completed,Cash,2023-01-09 20:56:00,2023-01-09,20,Monday,Evening (17-21),18.03,1.8952,Weekday,Budget
12778,1445,70996,Boston,5.72,14.02,Completed,Wallet,2023-01-09 20:57:00,2023-01-09,20,Monday,Evening (17-21),17.17,2.451,Weekday,Standard
12779,5522,92484,Chicago,13.84,26.1,Completed,UPI,2023-01-09 20:58:00,2023-01-09,20,Monday,Evening (17-21),41.52,1.8858,Weekday,Premium
12780,4767,51455,Chicago,11.89,31.4,Completed,UPI,2023-01-09 20:59:00,2023-01-09,20,Monday,Evening (17-21),35.67,2.6409,Weekday,Premium
12781,3551,52845,Seattle,7.12,14.67,No-Show,UPI,2023-01-09 21:00:00,2023-01-09,21,Monday,Night (21-24),21.37,2.0604,Weekday,Standard
12782,6646,58459,New York,6.32,15.78,Cancelled,Card,2023-01-09 21:01:00,2023-01-09,21,Monday,Night (21-24),18.97,2.4968,Weekday,Standard
12783,4888,79882,New York,10.47,16.03,Cancelled,Wallet,2023-01-09 21:02:00,2023-01-09,21,Monday,Night (21-24),31.42,1.531,Weekday,Standard
12784,5816,83240,New York,3.69,11.64,Completed,Card,2023-01-09 21:03:00,2023-01-09,21,Monday,Night (21-24),11.07,3.1545,Weekday,Budget
12785,3731,30808,New York,6.11,8.66,Completed,Card,2023-01-09 21:04:00,2023-01-09,21,Monday,Night (21-24),18.33,1.4173,Weekday,Budget
12786,8699,85893,Boston,4.62,12.03,Completed,Wallet,2023-01-09 21:05:00,2023-01-09,21,Monday,Night (21-24),13.87,2.6039,Weekday,Budget
12787,3629,19330,New York,5.2,12.56,Completed,UPI,2023-01-09 21:06:00,2023-01-09,21,Monday,Night (21-24),15.6,2.4154,Weekday,Budget
12788,8687,30092,Boston,3.12,9.78,Completed,Cash,2023-01-09 21:07:00,2023-01-09,21,Monday,Night (21-24),9.37,3.1346,Weekday,Budget
12789,2057,33133,Boston,8.07,15.64,Completed,UPI,2023-01-09 21:08:00,2023-01-09,21,Monday,Night (21-24),24.22,1.938,Weekday,Standard
12790,7834,73102,Seattle,13.76,32.59,Completed,Card,2023-01-09 21:09:00,2023-01-09,21,Monday,Night (21-24),41.28,2.3685,Weekday,Premium
12791,9949,92057,Chicago,7.57,21.28,Completed,UPI,2023-01-09 21:10:00,2023-01-09,21,Monday,Night (21-24),22.72,2.8111,Weekday,Premium
12792,2795,19875,Boston,17.96,40.68,Completed,UPI,2023-01-09 21:11:00,2023-01-09,21,Monday,Night (21-24),53.88,2.265,Weekday,Premium
12793,5849,17106,New York,5.61,13.43,Completed,UPI,2023-01-09 21:12:00,2023-01-09,21,Monday,Night (21-24),16.83,2.3939,Weekday,Standard
12794,9215,99162,Los Angeles,8.74,13.78,Completed,Wallet,2023-01-09 21:13:00,2023-01-09,21,Monday,Night (21-24),26.22,1.5767,Weekday,Standard
12795,5150,58142,Chicago,9.91,23.74,Cancelled,UPI,2023-01-09 21:14:00,2023-01-09,21,Monday,Night (21-24),29.73,2.3956,Weekday,Premium
12796,7947,58499,Boston,8.25,17.19,Completed,Card,2023-01-09 21:15:00,2023-01-09,21,Monday,Night (21-24),24.75,2.0836,Weekday,Standard
12797,7470,14251,Chicago,6.83,18.78,Completed,Card,2023-01-09 21:16:00,2023-01-09,21,Monday,Night (21-24),20.48,2.7496,Weekday,Premium
12798,8179,11058,Seattle,2.82,6.55,Completed,UPI,2023-01-09 21:17:00,2023-01-09,21,Monday,Night (21-24),8.47,2.3227,Weekday,Budget
12799,4712,14614,Boston,10.24,24.31,Completed,UPI,2023-01-09 21:18:00,2023-01-09,21,Monday,Night (21-24),30.72,2.374,Weekday,Premium
12800,6458,30661,Boston,2.86,10.22,Completed,UPI,2023-01-09 21:19:00,2023-01-09,21,Monday,Night (21-24),8.58,3.5734,Weekday,Budget
12801,6315,36592,Chicago,6.16,8.61,Completed,Card,2023-01-09 21:20:00,2023-01-09,21,Monday,Night (21-24),18.48,1.3977,Weekday,Budget
12802,6381,18361,Chicago,8.98,15.88,Completed,UPI,2023-01-09 21:21:00,2023-01-09,21,Monday,Night (21-24),26.93,1.7684,Weekday,Standard
12803,4174,20736,San Francisco,10.1,19.5,Completed,Wallet,2023-01-09 21:22:00,2023-01-09,21,Monday,Night (21-24),30.3,1.9307,Weekday,Premium
12804,7387,97333,San Francisco,9.34,26.69,Completed,Wallet,2023-01-09 21:23:00,2023-01-09,21,Monday,Night (21-24),28.02,2.8576,Weekday,Premium
12805,9973,64994,New York,5.92,13.68,Completed,Cash,2023-01-09 21:24:00,2023-01-09,21,Monday,Night (21-24),17.77,2.3108,Weekday,Standard
12806,7767,30287,Boston,6.78,15.55,Completed,Cash,2023-01-09 21:25:00,2023-01-09,21,Monday,Night (21-24),20.33,2.2935,Weekday,Standard
12807,1566,17224,Chicago,6.37,14.67,Completed,Card,2023-01-09 21:26:00,2023-01-09,21,Monday,Night (21-24),19.12,2.303,Weekday,Standard
12808,5622,68731,Seattle,5.98,16.6,Completed,Cash,2023-01-09 21:27:00,2023-01-09,21,Monday,Night (21-24),17.93,2.7759,Weekday,Standard
12809,5132,91531,Seattle,11.42,29.79,No-Show,Card,2023-01-09 21:28:00,2023-01-09,21,Monday,Night (21-24),34.27,2.6086,Weekday,Premium
12810,9830,58833,Los Angeles,9.12,21.9,Completed,Wallet,2023-01-09 21:29:00,2023-01-09,21,Monday,Night (21-24),27.37,2.4013,Weekday,Premium
12811,7995,13051,Seattle,7.6,16.05,Completed,Wallet,2023-01-09 21:30:00,2023-01-09,21,Monday,Night (21-24),22.8,2.1118,Weekday,Standard
12812,5167,41740,Seattle,6.45,11.79,Completed,Cash,2023-01-09 21:31:00,2023-01-09,21,Monday,Night (21-24),19.35,1.8279,Weekday,Budget
12813,3670,46434,Chicago,7.07,16.95,Completed,Card,2023-01-09 21:32:00,2023-01-09,21,Monday,Night (21-24),21.22,2.3975,Weekday,Standard
12814,9296,37525,San Francisco,2.94,8.75,Completed,Card,2023-01-09 21:33:00,2023-01-09,21,Monday,Night (21-24),8.82,2.9762,Weekday,Budget
12815,2682,51382,Chicago,9.04,25.26,Completed,UPI,2023-01-09 21:34:00,2023-01-09,21,Monday,Night (21-24),27.12,2.7942,Weekday,Premium
12816,9490,30357,Seattle,8.56,21.71,Completed,Wallet,2023-01-09 21:35:00,2023-01-09,21,Monday,Night (21-24),25.68,2.5362,Weekday,Premium
12817,1770,12829,Los Angeles,8.41,16.34,Completed,Card,2023-01-09 21:36:00,2023-01-09,21,Monday,Night (21-24),25.23,1.9429,Weekday,Standard
12818,4854,90345,Chicago,3.07,7.4,Completed,UPI,2023-01-09 21:37:00,2023-01-09,21,Monday,Night (21-24),9.22,2.4104,Weekday,Budget
12819,4118,75681,Chicago,6.54,13.19,Completed,UPI,2023-01-09 21:38:00,2023-01-09,21,Monday,Night (21-24),19.62,2.0168,Weekday,Standard
12820,3132,77909,Los Angeles,7.64,14.37,Completed,Card,2023-01-09 21:39:00,2023-01-09,21,Monday,Night (21-24),22.92,1.8809,Weekday,Standard
12821,8225,39259,San Francisco,1.9,7.22,Completed,UPI,2023-01-09 21:40:00,2023-01-09,21,Monday,Night (21-24),5.7,3.8,Weekday,Budget
12822,1990,75765,Chicago,5.03,8.24,Completed,Wallet,2023-01-09 21:41:00,2023-01-09,21,Monday,Night (21-24),15.08,1.6382,Weekday,Budget
12823,1710,36517,Seattle,10.09,18.83,Completed,Card,2023-01-09 21:42:00,2023-01-09,21,Monday,Night (21-24),30.27,1.8662,Weekday,Premium
12824,5304,20061,San Francisco,7.17,15.78,Completed,Card,2023-01-09 21:43:00,2023-01-09,21,Monday,Night (21-24),21.52,2.2008,Weekday,Standard
12825,6367,80924,Los Angeles,1.17,5.52,Completed,Wallet,2023-01-09 21:44:00,2023-01-09,21,Monday,Night (21-24),3.52,4.7179,Weekday,Budget
12826,1038,94585,Chicago,8.82,22.23,Completed,UPI,2023-01-09 21:45:00,2023-01-09,21,Monday,Night (21-24),26.47,2.5204,Weekday,Premium
12827,2275,57839,Chicago,12.52,32.38,Completed,UPI,2023-01-09 21:46:00,2023-01-09,21,Monday,Night (21-24),37.57,2.5863,Weekday,Premium
12828,8069,62745,Boston,8.7,14.43,Completed,Cash,2023-01-09 21:47:00,2023-01-09,21,Monday,Night (21-24),26.1,1.6586,Weekday,Standard
12829,5857,87594,New York,7.22,17.33,No-Show,Card,2023-01-09 21:48:00,2023-01-09,21,Monday,Night (21-24),21.67,2.4003,Weekday,Standard
12830,2436,45597,Los Angeles,10.86,19.84,Completed,UPI,2023-01-09 21:49:00,2023-01-09,21,Monday,Night (21-24),32.58,1.8269,Weekday,Premium
12831,3099,95256,Seattle,7.5,18.12,Completed,Card,2023-01-09 21:50:00,2023-01-09,21,Monday,Night (21-24),22.5,2.416,Weekday,Standard
12832,9565,34200,San Francisco,5.99,17.39,Completed,Cash,2023-01-09 21:51:00,2023-01-09,21,Monday,Night (21-24),17.97,2.9032,Weekday,Standard
12833,8693,15048,Los Angeles,10.59,17.12,Completed,Card,2023-01-09 21:52:00,2023-01-09,21,Monday,Night (21-24),31.77,1.6166,Weekday,Standard
12834,5251,13295,Boston,0.04,3.53,Completed,Wallet,2023-01-09 21:53:00,2023-01-09,21,Monday,Night (21-24),0.12,88.25,Weekday,Budget
12835,5025,85112,Seattle,10.8,21.41,Cancelled,Cash,2023-01-09 21:54:00,2023-01-09,21,Monday,Night (21-24),32.4,1.9824,Weekday,Premium
12836,7212,29746,Los Angeles,7.63,20.72,Completed,Cash,2023-01-09 21:55:00,2023-01-09,21,Monday,Night (21-24),22.88,2.7156,Weekday,Premium
